c.26.1	134.42	25.095	45.995	100.6	-32.229	87.193	-0.71109	-1.2476	59.23	-7.3289	-19.698	11.446	-19.141	9.9226	-11.087	-10.577	13.174	11.508	17.296	-7.3331	10.27	-9.3558	14.328	-13.704	4.5062	-14.384	9.1216	16.283	-14.356	7.9562	5.7053
c.26.1	95.804	69.887	143.48	122.49	13.648	106.9	64.129	74.458	76.065	46.727	1.3093	37.071	44.928	44.174	-39.556	40.168	31.206	-45.844	6.5979	20.904	5.4599	39.775	12.165	-79.423	-54.335	30.812	1.9157	35.361	-24.602	19.79	-19.415
c.26.1	105.24	52.614	111.33	113.29	-7.672	95.659	39.552	66.278	69.445	41.572	-11.362	34.737	41.927	35.199	-30.022	38.769	15.379	-46.19	6.4625	22.524	9.4553	39.098	-13.054	-41.509	-40.051	22.695	5.8623	26.561	-3.1625	-15.608	-22.629
c.26.1	132.19	22.756	35.146	113.5	-9.7874	105.97	-3.577	13.526	73.081	1.5226	-11.78	19.13	4.8263	11.386	-14.944	-4.072	14.156	-18.093	1.9182	-7.9306	17.62	2.8689	16.671	-8.9532	5.2328	-1.3686	-6.543	3.6349	-13.868	6.9931	1.5388
c.26.1	104.6	55.165	117.08	115.23	-4.3077	97.579	42.672	68.717	71.503	44.187	-7.8849	35.394	44.993	36.463	-30.453	39.934	14.571	-47.642	6.7225	26.947	8.4658	40.825	-13.262	-44.875	-42.527	22.31	5.7537	26.507	-1.8339	-17.617	-21.137
c.26.1	111.76	29.815	32.398	73.643	-70.612	47.895	35.135	23.47	41.983	4.1652	-13.577	13.281	-1.723	13.855	-6.4662	0.9557	7.0214	-3.5862	9.9851	3.107	3.3737	-3.1575	8.2991	5.0252	1.5702	-10.568	-2.8036	12.369	-17.585	-15.85	9.2518
c.26.1	120.39	-39.988	-35.705	88.811	-38.383	78.4	-22.177	-34.944	68.09	-18.628	-6.2401	-27.443	-13.763	28.06	24.698	14.411	-20.907	25.379	21.999	-3.8721	-25.716	-6.8966	-6.0949	1.7423	-3.9487	1.526	-8.9007	-29.842	14.478	-14.928	-8.0641
c.26.1	128.64	19.771	38.53	117.06	-5.3609	109.03	-3.3738	2.0391	80.205	-10.915	-5.9534	23.762	-19.275	22.428	-14.112	-17.233	16.782	12.594	6.8641	-10.772	29.47	-24.164	20.657	-8.6166	16.255	-14.223	-0.8984	0.078458	-16.367	16.888	-4.1563
c.26.1	115.54	32.311	113.81	118.8	-10.02	94.888	48.355	41.459	79.94	21.116	-2.8407	35.989	18.77	22.627	-17.453	15.915	5.4383	-31.972	10.266	10.208	14.899	12.758	9.1181	-22.994	-18.935	7.431	0.26402	8.681	-22.564	9.4059	1.1476
c.26.1	109.67	34.234	39.562	81.442	-53.536	57.741	43.133	27.144	48.161	6.949	-15.469	16.557	-1.4276	16.058	-8.1904	1.1223	10.318	-2.6253	15.085	2.4378	2.9316	-3.7368	8.7565	11.694	0.33497	-14.293	-4.6443	12.748	-20.737	-19.403	14.486
c.26.1	118.09	-41.513	-35.231	89.735	-33.404	79.278	-21.842	-36.495	71.66	-19.485	-2.9877	-26.927	-18.384	27.686	26.46	15.513	-20.493	28.368	26.824	-7.6458	-25.17	-8.5863	-11.958	-0.23762	1.6737	2.2965	-10.864	-32.281	12.255	-8.195	-9.4643
c.26.1	132.19	23.34	35.172	113.42	-10.003	105.9	-3.746	14.005	72.871	2.2312	-10.499	19.289	5.3773	11.115	-14.739	-3.6332	13.78	-18.079	2.2881	-7.5575	17.03	3.1833	16.588	-8.9513	4.4204	-1.3204	-6.4508	4.4063	-13.763	7.1041	1.7186
c.26.1	134.16	21.879	57.567	108.77	-21.407	89.283	5.9852	11.375	67.857	7.7755	-20.328	12.43	-5.242	6.7279	-5.6335	-4.8946	8.0746	-4.163	11.074	-7.0657	-1.0678	-1.407	14.183	-9.3258	-5.706	-1.3584	0.45914	20.377	-18.103	9.093	2.8324
c.26.1	116.23	-5.8511	30.561	86.052	-44.792	67.558	6.9762	12.109	63.584	-2.7649	-8.1639	31.829	-12.694	39.543	-18.794	-36.569	-17.485	-59.315	17.471	-6.5065	84.177	-11.528	7.2275	8.0647	10.211	-19.615	-4.7694	31.062	-18.789	-20.463	15.23
