c.1.10	133.64	44.281	116.72	131.45	5.8685	114.27	100.13	41.292	78.565	28.264	-14.235	28.647	24.438	8.4458	-5.171	17.439	2.3522	-15.369	36.825	-6.4371	-8.2832	1.71	7.765	-3.6983	10.889	-15.959	-1.8774	-16.291	4.0891	0.36065	22.673
c.1.10	122.9	51.642	136.52	137.82	15.296	124.97	109.96	69.09	92.336	64.009	-1.2118	49.609	52.526	31.32	-15.761	37.321	8.7866	-39.094	61.042	17.734	-29.017	32.364	-2.1313	0.61008	7.5234	-13.14	18.062	12.582	29.57	-19.144	20.762
c.1.10	135.69	51.264	87.236	119.92	-5.4183	105.6	88.456	47.138	71.944	36.888	-13.134	33.738	20.663	26.185	-10.709	19.719	16.667	-19.491	33.721	-11.531	16.218	-11.552	2.0417	2.6075	14.658	-15.9	20.123	8.9518	0.5293	-10.121	18.093
c.1.10	135.57	43.38	104.08	132.42	7.9981	114.18	102.91	36.914	79.116	23.816	-11.521	23.444	23.888	3.3062	-2.0191	14.273	2.5294	-12.32	33.823	-9.8907	-9.9869	-0.87146	4.6964	0.12521	8.0995	-14.877	1.31	-15.085	3.4177	-5.4261	21.388
c.1.10	126.93	48.947	119.73	117.9	-7.3912	107.52	77.539	64.361	79.223	48.252	-18.087	35.784	47.393	23.232	-12.736	36.072	4.6535	-27.813	57.341	-9.7841	-10.253	5.9853	19.933	-3.1137	21.687	3.5871	18.716	-29.865	20.748	6.9018	24.441
c.1.10	135.94	31.791	119.54	138.92	13.508	117.99	121.66	38.206	80.756	29.27	-9.0517	28.766	21.356	2.353	-0.86779	15.474	-0.79544	-17.075	36.724	-5.4517	0.53088	-1.3438	1.6888	-2.0871	3.0661	-17.476	-8.2192	-9.7378	-8.0351	9.3942	26.537
c.1.10	136.32	40.565	106.87	128.61	3.4242	110.07	98.607	39.274	76.315	25.963	-9.9052	25.593	23.832	5.5358	-1.5933	16.31	1.5414	-13.736	36.21	-8.5894	-9.8979	-0.76316	7.1544	-1.2269	7.3868	-15.36	0.6536	-11.646	4.4306	-0.56412	22.907
c.1.10	120.71	76.727	128.32	128.7	7.6773	117.37	120.7	93.128	90.696	73.259	-6.069	50.085	85.1	47.411	-28.52	59.926	28.791	-51.741	58.665	8.4083	-29.613	51.119	16.924	-0.7299	19.827	13.8	26.299	-16.754	21.868	-13.739	20.57
c.1.10	123.97	33.947	131.89	127.93	-0.75234	116.43	104.76	73.844	78.176	67.889	-14.212	55.528	34.962	29.452	-22.122	42.135	4.6582	-49.956	54.276	-10.722	17.163	17.077	-5.9272	8.4512	37.798	-15.291	-1.4481	4.0369	17.678	-28.191	25.625
c.1.10	131.92	109.47	95.439	123.83	4.3386	114.42	102.71	61.815	82.274	35.184	-11.682	36.59	46.855	37.402	-21.556	31.411	30.191	-29.491	33.275	-10.129	7.171	-0.16816	3.2793	-13.11	15.693	3.2909	29.061	-4.0428	20.989	-21.213	12.225
c.1.10	127.21	51.267	124.05	119.74	-3.7093	109.82	75.218	64.138	81.872	51.482	-18.573	37.435	44.911	24.596	-15.076	35.167	7.078	-26.612	59.078	-10.585	-5.2179	2.0348	20.619	0.030714	26.315	2.49	18.214	-34.122	22.004	8.5462	23.751
c.1.10	120.55	128.99	103.59	123.85	-2.2318	115.84	130.44	77.577	78.52	54.84	-16.919	42.422	41.722	50.705	-16.731	38.381	47.47	18.503	67.896	-15.263	-21.582	-12.269	28.473	-3.953	29.147	-18.51	45.279	-18.182	29.525	-11.352	30.671
c.1.10	130.98	130.02	98.472	125.59	6.1227	116.81	105.01	65.634	83.543	39.442	-10.091	35.873	52.284	43.167	-20.913	32.979	36.216	-23.414	33.147	-6.8755	-9.507	2.98	0.24293	-15.645	18.082	6.6422	32.881	-10.154	26.781	-24.325	10.197
c.1.10	115.36	89.885	107.53	111.64	-10.823	101.46	96.464	84.961	78.324	50.375	-17.032	45.294	49.195	48.408	-16.743	45.129	27.629	-16.731	72.657	15.165	-18.783	5.0594	34.869	-6.4712	7.9722	-28.174	29.615	-12.586	28.761	-15.386	29.579
c.1.10	114.66	45.792	134.84	123.29	2.1862	113.1	93.761	85.623	84.232	76.378	-13.632	55.153	51.943	36.788	-23.812	51.388	-8.1707	-41.907	73.863	30.947	-21.192	36.702	11.993	7.2435	28.795	-23.646	12.352	-22.842	28.188	-20.953	29.081
c.1.10	116.23	120.52	117.42	123.6	0.36263	114.12	115.53	84.729	81.662	54.204	-12.949	49.532	51.879	50.773	-11.771	44.961	40.837	-11.249	67.721	-8.6934	-29.553	10.927	21.273	-5.2592	20.566	-8.4791	40.318	-8.2807	30.127	-21.931	25.203
c.1.10	117.76	107.38	106.37	122.89	-0.033244	115.99	128.5	83.56	81.186	61.918	-18.12	50.34	45.922	51.704	-16.021	44.144	38.745	-27.806	49.174	-7.0863	-21.293	14.588	-21.515	-3.8362	26.52	6.4273	34.315	3.4929	11.973	-27.649	23.879
c.1.10	133.77	23.001	116.83	137.2	17.009	120.75	110.34	61.803	87.152	47.435	-5.8099	43.754	60.339	12.149	-23.966	37.665	-2.3063	-61.677	37.272	6.3837	24.396	15.892	4.1059	-6.4563	-11.397	15.433	-5.4617	-27.366	11.241	-0.84732	21.484
c.1.10	126.35	63.152	148.98	132.66	10.272	119.05	139.02	86.282	89.977	65.266	-12.521	56.99	68.315	41.573	-37.473	53.275	33.119	-65.166	50.796	-16.152	5.1427	36.055	36.736	-11.629	-8.6151	0.25378	23.249	-8.6215	3.4712	-4.5121	24.327
c.1.10	126.93	59.705	131.07	123.4	-0.23374	112.95	92.414	69.683	83.053	56.505	-18.002	39.348	49.002	33.381	-18.86	37.716	12.65	-26.392	63.482	-0.56199	-1.0507	11.097	21.323	2.2204	33.626	-5.7852	22.208	-37.466	24.067	12.191	23.59
c.1.10	121.97	58.271	149.85	141.73	21.265	128.89	113.19	72.586	97.767	68.858	4.442	54.849	57.024	34.442	-18.031	39.039	12.76	-40.688	63.786	17.432	-30.402	35.276	3.0384	-0.69502	4.6467	-10.819	20.358	8.778	29.649	-19.647	21.723
c.1.10	133.25	18.722	119.45	139.93	20.458	122.97	108.19	60.092	89.866	47.197	-5.0438	45.493	60.195	6.9579	-21.672	36.974	-5.517	-58.33	37.641	8.4858	19.122	15.166	5.1763	-5.8362	-13.338	13.533	-9.3216	-26.275	11.833	-3.0536	23.146
c.1.10	133.38	108.75	91.911	121.72	1.8677	111.13	98.638	58.569	80.177	35.262	-9.1269	31.052	44.517	39.178	-20.235	28.28	33.157	-23.485	29.935	-7.2017	-6.9008	1.9753	2.5977	-15.045	14.507	4.8462	28.482	-10.071	20.225	-17.376	10.386
c.1.10	130.16	19.32	77.116	119.16	-11.496	104.34	49.474	49.567	70.954	45.218	-19.32	31.883	33.221	2.6799	-0.54908	27.363	-8.0566	-7.5205	46.385	-0.46305	-23.441	-5.4398	32.116	-7.3015	10.653	-6.2103	-13.92	-8.5666	32.035	-20.227	4.4653
c.1.10	121.66	28.471	150.7	134.98	13.223	122.48	81.563	65.145	92.564	54.134	-3.6566	59.488	43.536	21.012	-15.906	36.461	-5.956	-42.72	57.807	22.004	-25.691	29.518	-6.4427	-6.7646	3.6717	-11.337	-1.5212	12.946	31.44	-21.971	14.717
c.1.10	124.42	108.2	113.05	124.37	4.2701	116.14	109.37	87.325	88.044	64.487	-7.2406	54.277	62.519	50.502	-13.559	50.89	35.659	-37.787	45.513	-5.2698	-17.521	6.769	12.349	-14.867	26.409	8.4253	35.159	-8.1146	28.142	-22.643	18.629
c.1.10	126.05	61.126	135.79	129.48	7.7903	121.24	139.44	88.589	86.349	69.035	-0.32041	47.7	80.482	39.851	-44.23	56.099	28.908	-89.686	46.081	-22.306	24.399	34.866	30.406	-7.9275	-13.943	21.339	27.719	-20.388	-13.922	-17.584	19.524
c.1.10	127.79	40.262	141.84	132.08	5.4664	118.24	109.68	80.271	82.477	70.898	-13.027	64.882	41.108	36.923	-32.327	47.724	20.451	-67.504	48.347	-14.876	36.477	18.984	-0.86713	-1.6314	44.477	6.2051	6.6703	-23.008	19.924	-24.149	17.975
c.1.10	117.09	94.11	153.32	133.68	14.805	121.45	114.54	100.02	95.739	76.401	-0.68713	68.768	82.638	49.982	-26.843	66.896	28.298	-49.787	65.426	10.373	-34.273	43.324	21.871	-12.986	14.604	9.1005	26.939	-12.029	29.667	-19.723	16.945
c.1.10	128.64	90.988	136.82	131.46	9.384	118.51	129.86	94.452	87.551	65.275	-8.537	61.656	75.315	51.151	-32.405	60.105	43.389	-55.503	54.802	-2.911	-35.514	47.713	30.846	-12.722	11.495	8.8577	34.213	-21.786	27.749	-21.559	20.346
c.1.10	125.02	31.978	123.37	132.48	8.0836	118.79	81.654	41.628	87.682	35.274	-1.4301	25.564	31.208	8.4978	-12.406	14.393	2.893	-18.563	48.585	2.9088	-11.737	13.354	12.092	6.3431	17.287	-17.744	-11.498	-28.57	17.531	-16.286	21.955
c.1.10	113.77	134.66	126.16	128.79	10.055	118.82	135.38	88.485	89.263	55.797	-12.355	56.244	59.485	51.959	-15.076	47.786	34.741	-8.4041	79.579	9.5405	-25.789	8.591	24.72	-3.4026	29.428	-18.014	40.935	-28.172	28.37	-11.256	32.328
c.1.10	116.4	154.91	127.03	126.08	5.5092	117.85	127.61	91.265	86.242	60.726	-11.022	55.806	54.465	60.162	-19.944	47.636	45.323	20.948	84.337	21.35	-26.572	1.294	36.826	-2.581	28.151	-23.656	49.786	-42.719	31.423	0.56805	28.158
c.1.10	113.23	47.225	138.26	124.87	6.812	116.34	105.45	92.46	87.249	81.826	-9.7271	61.448	61.329	37.175	-22.155	59.544	-9.6925	-46.138	82.996	26.336	-18.277	32.079	-1.7079	2.4847	36.871	-14.476	13.369	-31.698	29.631	-17.367	31.117
c.1.10	124.72	43.011	147.67	141.49	18.129	121.58	115.78	79.13	97.053	73.403	1.0763	54.899	71.486	25.605	-28.513	49.721	-0.78575	-47.929	69.864	10.36	-29.124	47.974	1.5395	7.9303	30.465	4.0704	11.215	-16.907	25.043	-5.9184	28.062
c.1.10	112.86	87.064	109.66	114.71	-5.2448	105.44	116.21	100.5	79.86	62.844	-12.466	56.617	64.111	54.24	-25.578	63.498	33.493	-42.367	73.11	14.531	-16.793	23.531	29.895	-7.5839	9.2711	-22.164	28.57	1.8407	22.555	-18.425	28.991
c.1.10	133.12	47.258	76.003	122.76	6.277	106.4	98.38	56.937	88.602	52.846	-1.3063	25.024	58.238	37.864	-13.097	27.362	20.948	-43.427	29.291	9.8412	-31.732	38.276	-17.352	-7.1442	-2.7207	8.6198	23.354	8.1136	12.185	-19.441	10.845
